923	Как ты мечтаешь провести ближайшие каникулы?	58
924	Что выводит тебя из себя?	81
925	У тебя есть чувство юмора?	150
926	Ты что-нибудь коллекционируешь?	23
927	Всегда мечтал (а) о?	26
928	Что можешь сказать о прошлых отношениях?	167
929	Вы разбрасываете носки или всегда ставите их в одном месте?	116
930	Веришь ли ты в инопланетян, внеземные формы жизни и мистику?	79
931	Вы бы предпочли иметь детей, но никогда не заводить домашних животных, или завести домашних животных, но никогда не рожать детей.	151
932	Есть ли у тебя копилка со сбережениями?	167
933	Есть ли у вас дети и сколько их?	58
934	Есть ли у тебя секрет, о котором никто не знает?	90
935	О каких сказанных словах сожалеешь?	161
936	Что ты считаешь, я должен знать о тебе?	91
937	Хотелось бы тебе прыгнуть с парашютом?	34
938	Самый запоминающийся подарок за всю жизнь?	80
939	Что вызвало слезы прошлый раз?	59
940	Каковы отношения с семьей и близкими?	48
941	Богатый ли у тебя опыт в любви?	96
942	Есть ли у вас дети и сколько их?	196
943	Каким было твое первое знакомство с алкоголем? 	168
944	Самая лучшая находка на улице?	123
945	Что больше всего раздражает?	96
946	Вы смогли бы когда-нибудь усыновить ребенка?	71
947	Как выглядит идеальный секс и взаимоотношения?	17
948	Можешь ли ты говорить с каким-нибудь акцентом?	184
949	Какую самую дорогую покупку ты делал?	110
950	Самая дорогая вещь, что испортил (-а)?	172
951	Самый любимый предмет в школе или университете?	186
952	Что ты ненавидишь?	75
953	Когда облажался с противоположным полом?	179
954	Какое хобби сейчас привлекает больше всего?	156
955	Что думаешь о противоположном поле?	158
956	Что делаешь, когда нет никого рядом?	86
957	Какой вымышленный персонаж привлекает?	123
958	Что люди о тебе не знают?	55
959	Песня, которую ассоциируешь с собой?	177
960	Какая самая сексуальная часть твоего тела?	166
961	Назовите три качества, которые разрушают отношения?	197
962	Как поднять популярность у противоположного пола?	49
963	В какое время ты обычно ложишься спать?	83
964	Какие три желания загадал бы золотой рыбке?	9
965	Как выглядит отпуск твоей мечты?	184
966	Нравится ли тебе путешествовать?	88
967	Какая самая сексуальная часть твоего тела?	11
968	Твои самые темные мысли?	142
969	Самый смелый и отчаянный поступок в жизни?	10
970	Есть ли у тебя любимый жест? 	38
971	Кем мечтал быть в детстве?	146
972	Поцеловать или обнять?	69
973	Что тебя раздражает?	97
974	Самый большой риск в жизни?	69
975	Каковы отношения с семьей и близкими?	30
976	Сколько мечтаешь иметь детей?	122
977	Твои самые пять сильных и пять самых слабых сторон?	88
978	С кем ты дружишь?	48
979	Ваши любимые фильмы и мультфильмы?	93
980	Когда собираешься под венец?	17
981	А где хотел бы жить, кроме опять же родного города?	115
982	Вы верите, что у каждого человека существует второй шанс? Почему «да» или «нет»?	147
983	Чем тебя научили прошлые отношения?	30
984	Любишь ли ты заниматься рукоделием?	193
985	Больше всего ты мечтаешь увидеть?	144
986	Что вызывает у тебя зависть? 	108
987	Ты любишь танцевать?	95
988	Какую бы тату сделал (-а)?	125
989	У тебя есть фотоаппарат? Любишь фотографировать?	120
990	Сколько имел (-а) половых партнеров?	131
991	Покажешь последнее селфи?	140
992	О чем обычно думаешь по ночам?	53
993	Какой едой никогда бы не поделился (-ась)?	172
994	Какое ты время года?	146
995	С какой песней ты ассоциируешь своих лучших друзей?	75
996	Что тебе не нравится в твоей работе?	167
997	Какой твой карьерный путь на будущее?	23
998	С кем ты дружишь?	185
999	Что нравится больше? Сидеть дома или гулять на улице?	202
1000	Что тебя заводит и нравится в противоположном поле?	79
1001	Что следует взять на необитаемый остров?	31
1002	С кем тебе было бы не страшно отправиться в путешествие?	59
1003	Веришь ли ты в любовь с первого взгляда?	70
1004	Что думаешь о татуировках и какую хочешь набить?	24
1005	Над чем больше всего смеялся (-ась) в жизни?	65
1006	Какие у тебя были или есть прозвища?	119
1007	Ваша любимые литературные произведения?	11
1008	Кто твой враг?	142
1009	Ты что-нибудь коллекционируешь?	144
1010	Богатый ли у тебя опыт в любви?	203
1011	Насколько ты амбиционный человек? 	146
1012	В каком возрасте ты купил свою первую машину?	128
1013	Где можно хорошо потусить на выходных?	26
1014	Почему работаешь в сегодняшней сфере?	165
1015	Как твои знакомые и друзья могут охарактеризовать тебя?	111
1016	Какие черты характер должны быть у друга?	153
1017	Когда собираешься под венец?	126
1018	Твои любимые имена?	81
1019	С кем из родителей у вас были более близкие отношения и почему?	198
1020	Кто знает тебя лучше всех?	53
1021	Бережешь ли ты природу?	159
1022	Вы измеряете продуктивность по количеству или качеству?	144
1023	Как ты справляешься с гневом, раздражением или депрессией?	197
1024	Самая дорогая вещь, что испортил (-а)?	180
1025	Когда последний раз блевал (-а)?	43
1026	Что должно считаться нормальным и должно быть разрешено?	117
1027	Твой любимый праздник?	165
1028	Когда последний раз блевал (-а)?	102
1029	Какая твоя главная страсть в жизни?	62
1030	Когда не спал (-а) всю ночь и почему?	116
1031	Ваша любимая историческая личность?	55
1032	Самые необычные посещенные места?	4
1033	Песня, которую слышал?	35
1034	Что ценишь больше комфорт или приключения?	138
1035	Как любишь чилить?	107
1036	Какая твоя самая романтичная фантазия	122
1037	Что делаешь, когда нет никого рядом?	93
1038	Каким был самый лучший в твоей жизни концерт?	115
1039	Нравится ли тебе путешествовать?	7
1040	Над чем больше всего смеялся (-ась) в жизни?	174
1041	Что ты любишь на завтрак?	195
1042	Лучше все просчитывать или импровизировать?	97
1043	Считаешь ли ты себя везучим человеком?	47
1044	Веришь ли в дружбу мужчины и женщины?	110
1045	Как была успеваемость в школе и университете?	144
1046	Как бы вы отреагировали, если бы внезапно в гости приехали родители спутника жизни?	63
1047	С кем бы хотел поменяться телами на время?	171
1048	Кому давно пора задать взбучку?	157
1049	Какую книгу сейчас читаешь?	129
1050	Какую самую худшую работу тебе приходилось делать?	145
1051	Самая лучшая находка на улице?	108
1052	Вы расстроитесь, если б ваш спутник жизни сделал бы пластическую операцию без вашего ведома?	184
1053	Во что слишком долго верил (-а) в детстве?	174
1054	Что ты любишь больше: чай или кофе?	38
1055	Какой твой карьерный путь на будущее?	41
1056	Веришь лы ты в жизнь на других планетах?	143
1057	С кем самая большая привязанность?	171
1058	В каком возрасте ты впервые влюбился или влюбилась?	115
1059	Есть ли у тебя секретная способность?	132
1060	Почему слова «наблюдать» и «контролировать» имеют разные значения, когда смотреть и видеть почти синонимы?	94
1061	Что больше всего ценишь в людях?	63
1062	За счет какой знаменитости вы бы хотели пойти отобедать в дорогом ресторане? Делая заказ, проявили бы скромность или по полной воспользовались бы случаем?	148
1063	Если бы семья вашего брачного партнера осталась без крова над головой, вы бы позволили им остаться жить с вами?	197
1064	Куда планируешь поехать в следующем отпуске?	11
1065	Что выберите, чтобы вам было слишком жарко или слишком холодно?	101
1066	Есть ли у тебя любимые духи? Какие? 	7
1067	Какое у вас образование?	113
1068	Твои любимые имена?	19
1069	Что новенького слышал (-а) про наших общих знакомых?	200
1070	Влюбленной паре лучше жить в шалаше на озере или в палатке у моря?	183
1071	Есть ли у тебя скрытые таланты?	27
1072	В каком месте проще всего познакомиться с противоположным полом?	142
1073	Ты считаешь себя лучше других?	169
1074	Ты коллекционируешь что-нибудь?	29
1075	Твое самое счастливое воспоминание?	164
1076	Твое любимое блюдо?	130
1077	Твое домашнее животное и его кличка?	126
1078	Вы верите, что у каждого человека существует второй шанс? Почему «да» или «нет»?	103
1079	Твой любимый собственный коктейль и блюдо?	94
1080	К кому ты больше привязана, к маме или к папе?	81
1081	Что тебя раздражает?	124
1082	Покажешь последнее селфи?	117
1083	Есть ли что-нибудь в поведении и поступках вашего партнера, что вас беспокоит?	55
1084	Как оцениваешь свое прошлое?	73
1085	О чем ты думаешь сейчас?	103
1086	Какая книга повлияла на тебя больше всего?	84
1087	Самый мудрый совет, который ты слышал/а в своей жизни?	110
1088	Вы разбрасываете носки или всегда ставите их в одном месте?	4
1089	Что бы взял (-а) с собой на необитаемый остров?	74
1090	Чему бы ты хотела научиться в ближайшее время?	132
1091	А бесполезными какие?	101
1092	Ты хотел бы начать всё с начала?	165
1093	В какой профессии или роли мечтаешь попробовать себя?	10
1094	Представьте себя через 10 лет. Взгляните на свою настоящую жизнь с этой точки зрения. Что вы изменили бы в себе?	12
1095	Ваши родители были заботливыми людьми или им часто не было до вас дела?	72
1096	Жванецкий или Высоцкий?	63
1097	Самое счастливое событие в вашей жизни?	15
1098	Самая смешная фраза?	123
1099	Есть ли у тебя любимый жест? 	76
1100	От чего тебе трудней отказаться: от кофе или алкоголя?	179
1101	Назови что-то, что о тебе знают очень немногие.	202
1102	Веришь ли в бога, религию и реинкарнацию?	102
1103	Как думаете, какой была бы ваша жизнь, если б вы воспользовались этой возможностью?	144
1104	Воспоминание, которое кажется реальным, но скорей всего ложное.	150
1105	В чем смысл жизни?	52
1106	Кого ты боишься и чего?	73
1107	Ты выигрывала в лотерею?	179
1108	Когда и как мы с тобой познакомились?	51
1109	Что думаешь о противоположном поле?	125
1110	Ваша любимые литературные произведения?	199
1111	Что выводит тебя из себя?	36
1112	Вы когда-нибудь согласились бы вдвоём прожить год на райском необитаемом острове?	64
1113	Бывали ли у тебя выигрыши в лотерею? 	22
1114	Самое безумное в твоем списке желаний?	34
1115	Силовая тренировка или кардио?	194
1116	К загсу лучше добираться, сидя на кобыле или в повозке, запряженной быками?	162
1117	Любимое стихотворение?	126
1118	Что тебя раздражает во мне?	92
1119	Вы бы предпочли быть в отношениях на расстоянии или расстаться из-за расстояния?	176
1120	Как найти в себе силы и решимость осуществить свою мечту?	117
1121	Если бы на вас напал заяц, что бы вы сделали, чтобы выжить?	135
1122	Какое хобби сейчас привлекает больше всего?	81
1123	Вы смогли бы когда-нибудь усыновить ребенка?	123
1124	Любишь своих родителей?	79
1125	Будучи стопроцентно уверенным, что не потерпите неудачу, что вы сделали бы необычного?	152
1126	Твоё любимое ругательство?	163
1127	Ваше любимое блюдо/напиток/продукт?	150
1128	Вы расстроитесь, если б ваш спутник жизни сделал бы пластическую операцию без вашего ведома?	122
1129	Вы бы предпочли никогда не целовать своего партнера до дня свадьбы или после свадьбы?	141
1130	Что может сделать тебя самым счастливым человеком на планете?	146
1131	Что, по-твоему, значит хорошо отдохнуть?	80
1132	Ты разговариваешь с собой, когда никого рядом нет?	22
1133	Бессмертие или умение читать чужие мысли?	137
1134	Что хочешь попробовать интересного в жизни?	122
1135	Как вы думаете, детям нужен строгий график обучения и внеклассные занятия, или они должны быть просто детьми?	10
1136	Что выводит тебя из себя?	135
1137	Если бы ты могла жить в любой точке мира, где бы ты выбрала?	19
1138	Ты любишь покупать брендовые вещи?	136
1139	Каким был самый лучший в твоей жизни концерт?	108
1140	Ты когда-нибудь встречала знаменитость?	195
1141	Какую самую большую шалость ты совершил в детстве и как тебя за нее наказали?	203
1142	Были ли нарушения закона?	17
1143	Вы согласились бы понести наказание за своего спутника жизни?	60
1144	Работа мечты какая?	116
1145	Какой должна быть работа твоей мечты?	5
1146	Кого сейчас любишь?	46
1147	В тебя был кто-то тайно влюблен?	149
1148	А если бы ты могла стать невидимкой на 24 часа, что бы ты сделала?	16
1149	Вы против или нет, если ваш партнёр станет дружить и часто общаться с вашими друзьями?	43
1150	Какая самая сексуальная часть твоего тела?	201
1151	С кем тебе было бы не страшно отправиться в путешествие?	167
1152	Насколько важны карьера и семья?	34
1153	Что для вас означают слова «трусость и подлость», «преданность и верность»?	47
1154	Какие у тебя правила жизни и принципы?	128
1155	Когда начинал (-а) жизнь заново последний раз?	144
1156	Где тебя точно не ждут?	65
1157	Ваши основные недостатки?	194
1158	Вы смогли бы когда-нибудь усыновить ребенка?	103
1159	Есть ли что-то, что ты отказалась бы делать при любых обстоятельствах?	90
1160	Вы поверите своему спутнику жизни, что ваши друзья или родственники причинили ему боль или это в принципе невозможно?	63
1161	Что в вашем прошлом вызывает у вас чувство вины или стыда?	96
1162	Ты любишь делать покупки в Интернете?	129
1163	Цель оправдывает средства?	184
1164	Как ты хочешь, чтобы тебя запомнили?	77
1165	Назови что-то, что о тебе знают очень немногие.	33
1166	Что ты думаешь о своей семье?	56
1167	Реже всего ты?	125
1168	Что самое странное есть твоих планах?	150
1169	Сколько детей вы хотели бы иметь в браке?	120
1170	Как вы выражали свои эмоции в детстве?	22
1171	О чем хорошем вы сегодня думали с утра?	179
1172	Почему работаешь в сегодняшней сфере?	134
1173	Что нравится больше? Сидеть дома или гулять на улице?	165
1174	Любимый вид для занятий спортом?	72
1175	Какого известного человека ты встречал?	85
1176	Был (а) ли на краю смерти?	40
1177	Как ты относишься к экстриму?	193
1178	Ваши родители были заботливыми людьми или им часто не было до вас дела?	62
1179	Что тебе нравится больше: закат или рассвет?	155
1180	Ваш любимый цвет, цветок, запах, звук?	160
1181	Как бы вы отреагировали, если бы внезапно в гости приехали родители спутника жизни?	147
1182	Что вызвало слезы прошлый раз?	8
1183	Как зовут твою вторую половинку?	194
1184	Как ты мечтаешь провести ближайшие каникулы?	58
1185	Кто первым попытался доить корову?	23
1186	Чему бы тебе хотелось научиться больше всего?	157
1187	Что вы делаете, когда на кого-то злитесь?	163
1188	Что до сих пор вызывает страх?	16
1189	Где собираешься быть через 5 лет? А 15?	60
1190	Как долго думаешь проживешь?	48
1191	Умеешь ли ты плавать?	6
1192	Вы когда-нибудь согласились бы вдвоём прожить год на райском необитаемом острове?	41
1193	В каком возрасте ты впервые влюбился или влюбилась?	198
1194	Любимый киногерой?	41
1195	Тебе когда-нибудь приходилось кого-нибудь прощать? 	164
1196	Какой самый неловкий момент случился с тобой?	186
1197	Самая смешная фраза?	111
1198	Влюблена ли ты в данный момент?	69
1199	Сколько времени ты тратишь на одноклассников, контакт и твиттер?	28
1200	Вы нравитесь себе?	49
1201	Как ты поступишь, если твоя любовь не взаимна?	158
1202	Как обычно оцениваешь человека?	143
1203	Песня, которую слышал?	140
1204	Кем ты был в «прошлой» жизни?	169
1205	Какая сказка в детстве была твоей любимой?	31
1206	Как потратишь миллион долларов, выигранный в лотерею?	77
1207	Твоя сильная сторона и самая слабая? Кодекс братства настоящих мужчин	105
1208	Как вы оцените по степени важности следующие аспекты: семья, карьера, личная жизнь?	35
1209	Стакан наполовину полон или наполовину пуст?	134
1210	Какие три желания загадал бы золотой рыбке?	125
1211	Что вы предпочли бы: порвать штаны прямо перед собеседованием или пролить кофе на стол интервьюера?	30
1212	Любимое домашнее животное?	200
1213	Был ли у тебя момент, когда ты всерьёз испугалась за свою жизнь?	192
1214	Какая твоя главная страсть в жизни?	141
1215	Ваши главные достоинства?	60
1216	Хотелось бы тебе жить в другой стране?	7
1217	Как ты относишься к азартным играм?	124
1218	Любимый ТВ-канал?	70
1219	Кого сейчас любишь?	166
1220	В какой стране ты мечтаешь побывать?	128
1221	Любишь поболтать?	60
1222	Есть ли у тебя секретная способность?	20
1223	Что заставляет больше всего улыбаться вашего партнера?	46
1224	С каким животным себя ассоциируешь?	185
1225	Самый любимый спорт?	151
1226	Самая тяжелая твоя работа в жизни?	69
1227	Вы бы предпочли никогда не целовать своего партнера до дня свадьбы или после свадьбы?	94
1228	Какая твоя самая ненавистная домашняя работа?	194
1229	Влюблена ли ты в данный момент?	152
1230	Сколько длились последние отношения?	188
1231	Какой самый лучший подарок вам когда-либо делали?	170
1232	Хорошие и плохие парни более лучшие?	52
1233	Самая горячая черта характера противоположного пола?	154
1234	Вам нравится готовить?	110
1235	Какие виды спорта вы предпочитаете?	44
1236	Если ли люди, которые вызывают у тебя искреннюю благодарность? 	25
1237	Вы предпочитаете поздно ложиться или рано вставать?	185
1238	Следующая цель для путешествия?	21
1239	Каковы твои амбиции?	166
1240	Ваше наилучшее достижение в жизни?	22
1241	Песня, которую слышал?	180
1242	Нравится ли тебе рисовать?	67
1243	Что лучше потерять социальные сети или телевидение?	139
1244	Что круче: крылья, хвост или ноги? А вы что хотели бы иметь?	30
1245	Будете поддерживать дружеские отношения с друзьями бывшего спутника жизни?	198
1246	Какими мы будем через 5 или 10 лет?	93
1247	В каком возрасте ты купил свою первую машину?	92
1248	Есть ли у тебя любимый фильм, который ты готова смотреть снова и снова?	101
1249	Чем закончились прошлые отношения?	132
1250	Какой герой или героиня в сериале «Игре Престолов» ты?	177
1251	Какое хобби у тебя есть или о каком увлечении мечтаешь?	78
1252	К загсу лучше добираться, сидя на кобыле или в повозке, запряженной быками?	85
1253	Есть такая еда, который ты б не стал делиться?	83
1254	Каковы твои амбиции?	168
1255	Ты куришь?	51
1256	Когда-нибудь возникало желание сменить имя?	31
1257	Вешаешь на стены плакаты?	99
1258	Какие самые безумные и интересные поступки были в жизни?	101
1259	Как оцениваешь свое прошлое?	110
1260	Вы бы когда-нибудь согласились ходить на консультацию для супружеских пар?	116
1261	Стоит ли стирать друг другу одежду или каждый должен позаботиться сам о себе?	169
1262	О чем сейчас мечтаешь?	125
1263	К кому ты больше привязана, к маме или к папе?	200
1264	Любимый вид для занятий спортом?	44
1265	Твое любимое время года?	140
1266	Что ты любишь делать в свободное время?	116
1267	Какую любите музыку?	157
1268	Ты коллекционируешь что-нибудь?	160
1269	Друзья твоих друзей тебе кто?	184
1270	Любимый цвет?	186
1271	Насколько ты ревнивый (-ая)?	50
1272	Что тебя больше всего веселит и смешит?	16
1273	Любимая пословица?	116
1274	Какие подарки ты считаешь самыми полезными?	75
1275	Когда-нибудь возникало желание сменить имя?	58
1276	Самая незабываемая ночь в жизни?	46
1277	С кем бы хотел поменяться телами на время?	80
1278	Кто из нас лучше одевается?	74
1279	Как называется твой стиль одежды?	29
1280	Какое твоё самое первое воспоминание?	48
1281	Бессмертие или умение читать чужие мысли?	184
1282	Какой худший слоган можно придумать бренду, продающему крем для удаления бородавок?	168
1283	Когда-нибудь были близкие отношения с противоположным полом?	156
1284	Какие кружки ты посещал?	154
1285	И какой фильм смотрел (а) ?	50
1286	В каком месте чувствуешь себя наиболее комфортно и уютно?	178
1287	Какой самый неловкий момент случился с тобой?	182
1288	Змеи или крысы?	16
1289	Для вас лучше, чтобы кто-то мягко сообщил вам плохие новости или, предпочитаете услышать суровую правду?	187
1290	Вы разбрасываете носки или всегда ставите их в одном месте?	182
1291	Назовите три качества, которые разрушают отношения?	86
1292	Как предпочитаешь развлекаться?	28
1293	Как привести себя в спортивную форму?	108
1294	За что ты ценишь своих друзей?	178
1295	Если ли кто-нибудь из родственников, с кем ты сейчас в ссоре?	52
1296	Что тебя бесит в твоей работе? 	87
1297	Ты любишь детей? Ты их когда-нибудь пробовала? Каковы они на вкус?	113
1298	Чего вы больше всего боитесь потерять в своей жизни?	59
1299	Что хочешь поменять в себе?	199
1300	Что глупого встречал (-а) за последнее время?	163
1301	У тебя были когда-нибудь суицидальные мысли? 	183
1302	Чем бы вы занимались сейчас, если могли бы выбрать любую профессию или начать своё дело и были уверены, что это будет финансово прибыльно?	85
1303	У тебя есть какие-нибудь награды, похвальные грамоты? 	95
1304	Веришь ли в дружбу мужчины и женщины?	46
1305	Можешь оставить здесь стихотворение?	64
1306	Что помнишь из детства?	141
1307	Что тебе больше всего нравится в твоей работе? 	81
1308	Не имея каких-либо финансовых ограничений, как бы вы провели день своей мечты?	117
1309	Ваш любимый цвет, цветок, запах, звук?	203
1310	Веришь в потусторонние силы, инопланетян и бога?	142
1311	Имя певицы, звук голоса которой ты не выносишь?	126
1312	Что ты подразумеваешь под словом «любовь»?	152
1313	Какие самые безумные и интересные поступки были в жизни?	196
1314	Любимый актер или актриса?	62
1315	Идеальное место жизни на планете? Где хочешь жить?	10
1316	Время суток? 	200
1317	Есть ли у тебя шрамы?	201
1318	Какие вещи о вас должны знать другие люди, не ваши друзья и близкие?	15
1319	Сколько раз любил (-а) в жизни?	33
1320	Каким должен быть твой идеальный друг?	167
1321	Самый любимый праздник?	7
1322	В каких исторических моментах прошлого и периодах времени будущего, вы хотели бы прожить десять лет своей жизни?	171
1323	Какая у тебя сейчас идея фикс?	79
1324	Любишь ли готовить и какое твое коронное блюдо?	147
1325	Вы разбрасываете носки или всегда ставите их в одном месте?	34
1326	Какое твоё заветное число?	22
1327	Ты чувствуешь себя на свой возраст или нет?	135
1328	Любимый актер или актриса?	172
1329	Любимые сладости и фрукты?	10
1330	Твоя любимая цитата или поговорка?	41
1331	Когда лучше всего совместно встречаться с родственниками друг друга?	200
1332	Что думаешь о противоположном поле?	91
1333	Как часто тебя мучают флешбеки из прошлого и что это?	96
1334	Если бы ты могла выбрать себе попутчика в дальнюю дорогу, любого человека, в том числе из тех, которые уже не живут, кого бы ты выбрала?	177
1335	Хорошие и плохие парни более лучшие?	13
1336	О чем можешь говорить часами?	64
1337	Самый мудрый совет, который ты слышал/а в своей жизни?	113
1338	О чем любишь думать?	131
1339	Вам нравится семья вашего спутника жизни?	129
1340	Какой у тебя график работы/учебы?	195
1341	В какой момент ты захотел (-а) со мной подружиться?	26
1342	Чем вы больше всего не любите заниматься?	32
1343	А где хотел бы жить, кроме опять же родного города?	6
1344	Был ли у тебя момент, когда ты всерьёз испугалась за свою жизнь?	188
1345	Как начинается день и заканчивается?	175
1346	Как сделать девушке приятно, чтобы она сделала приятно тебе?	194
1347	Если бы на вас напал заяц, что бы вы сделали, чтобы выжить?	49
1348	Что ты любишь на завтрак?	64
1349	Хотелось бы попробовать крутануть колесо удачи? 	194
1350	Что ты никогда не стал (а) делать бы?	121
1351	Бережешь ли ты природу?	7
1352	Быть знаменитостью в какой сфере и каким образом?	117
1353	Какое хобби у тебя есть или о каком увлечении мечтаешь?	108
1354	Чем вы больше всего не любите заниматься?	89
1355	Вы бы предпочли иметь детей, но никогда не заводить домашних животных, или завести домашних животных, но никогда не рожать детей.	184
1356	Что, по-твоему, значит хорошо отдохнуть?	130
1357	А если бы ты могла стать невидимкой на 24 часа, что бы ты сделала?	52
1358	Самые важные правила, когда идешь на свидание?	8
1359	Любовь это?	72
\.


